Rank,Name,Platform,Genre,Year,Publisher
9769,The X Files: Resist or Serve,PS2,Adventure,2004.0,Vivendi Games
9770,Mobile Suit Gundam Side Story: Missing Link,PS3,Action,2014.0,Namco Bandai Games
9772,Curious George,PS2,Action,2006.0,Namco Bandai Games
9773,Crush3D,3DS,Platform,2012.0,Sega
9774,Zathura,PS2,Adventure,2005.0,Take-Two Interactive
9775,Lovely Lisa,DS,Simulation,2007.0,DHM Interactive
9776,Medarot DS: Kabuto / Kuwagata Ver.,DS,Role-Playing,2010.0,Rocket Company
9777,Mountain Sports,Wii,Sports,2009.0,Activision
9778,Tenchu: Shadow Assassins,PSP,Action,2009.0,Ubisoft
9779,NPPL: Championship Paintball 2009,X360,Shooter,2008.0,Activision Value
9780,Lost Planet 3,X360,Shooter,2013.0,Capcom
9781,Making History: The Great War,PSP,Strategy,2010.0,Namco Bandai Games
9782,Shin Megami Tensei: Devil Survivor 2,3DS,Role-Playing,2015.0,Atlus
9783,The God of War Trilogy,PS3,Action,2010.0,Sony Computer Entertainment
9784,Dance Paradise,X360,Misc,2010.0,Mindscape
9785,Backyard Baseball '10,DS,Sports,2009.0,Atari
9786,Blazblue: Continuum Shift Extend,PSV,Fighting,2011.0,PQube
9787,Cel Damage,XB,Racing,2001.0,Electronic Arts
9788,Go! Sudoku,PSP,Puzzle,2005.0,Sony Computer Entertainment
9789,Alice: Madness Returns,PC,Adventure,2011.0,Electronic Arts
9790,SSX 3,GBA,Sports,2003.0,Electronic Arts
9791,My Chinese Coach,DS,Misc,2008.0,Ubisoft
9792,DiRT 2,DS,Racing,2009.0,Codemasters
9793,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,Misc,2007.0,Namco Bandai Games
9794,The King of Fighters Collection: The Orochi Saga,Wii,Fighting,2008.0,Ignition Entertainment
9795,Atelier Annie: Alchemists of Sera Island,DS,Role-Playing,2009.0,Gust
9796,Breakdown,XB,Adventure,2004.0,Electronic Arts
9797,Rush,PSP,Racing,2006.0,Midway Games
9798,Ecco the Dolphin,GEN,Adventure,1992.0,Sega
9799,The Legend of Heroes: Trails of Cold Steel II,PS3,Role-Playing,2014.0,Nippon Ichi Software
9800,Looney Tunes: Sheep Raider,PS,Platform,2001.0,Infogrames
9801,Yard Sale Hidden Treasures: Sunnyville,DS,Puzzle,2010.0,Konami Digital Entertainment
9802,Harvest Moon 2 GBC,GB,Simulation,1999.0,Ubisoft
9803,Killer is Dead,X360,Action,2013.0,Deep Silver
9804,Lost in Shadow,Wii,Platform,2010.0,Konami Digital Entertainment
9805,Cory in the House,DS,Action,2007.0,Disney Interactive Studios
9806,X2: Wolverine's Revenge,GC,Platform,2003.0,Activision
9807,McDROID,Wii,Strategy,2011.0,Namco Bandai Games
9808,Gallop Racer 2000,PS,Sports,2000.0,Tecmo Koei
9809,Showdown: Legends of Wrestling,XB,Fighting,2004.0,Acclaim Entertainment
9810,Macross Triangle Frontier,PSP,Action,2011.0,Namco Bandai Games
9811,Chessmaster: The Art of Learning,PSP,Misc,2008.0,Ubisoft
9812,Petz Fantasy: Moonlight Magic,DS,Simulation,2010.0,Ubisoft
9813,Gundam Breaker 3,PSV,Action,2016.0,Namco Bandai Games
9814,My Farm Around the World,DS,Simulation,2008.0,Atari
9815,Fat Princess: Fistful of Cake,PSP,Action,2010.0,Sony Computer Entertainment
9816,Zubo,DS,Misc,2008.0,Electronic Arts
9818,NFL QB Club 2001,N64,Sports,2000.0,Acclaim Entertainment
9819,Earthworm Jim 3D,N64,Platform,1999.0,Interplay
9820,Rocket: Robot on Wheels,N64,Platform,1999.0,Ubisoft
9821,Densha De Go! 64,N64,Simulation,1999.0,Taito
9824,Conception II: Children of the Seven Stars,3DS,Role-Playing,2013.0,Screenlife
9825,Animal Genius,DS,Puzzle,2007.0,Ubisoft
9826,Sega Soccer Slam,PS2,Sports,2002.0,Sega
9827,Zenses: Rainforest,DS,Puzzle,2008.0,Game Factory
9828,Dora the Explorer: Dora Saves the Mermaids,PS2,Platform,2008.0,Take-Two Interactive
9829,Grand Theft Auto: San Andreas,X360,Action,2008.0,Take-Two Interactive
9830,Phantasy Star Universe,X360,Role-Playing,2006.0,Sega
9831,Skate City Heroes,Wii,Sports,2008.0,Zoo Digital Publishing
9832,NASCAR Unleashed,X360,Racing,2011.0,Activision
9833,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,Racing,2005.0,THQ
9834,College Hoops 2K6,X360,Sports,2006.0,Take-Two Interactive
9835,Mytran Wars,PSP,Strategy,2009.0,Deep Silver
9836,MX vs. ATV Untamed,DS,Racing,2007.0,THQ
9837,Prince of Persia: Rival Swords,PSP,Action,2007.0,Ubisoft
9838,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,Fighting,2011.0,Namco Bandai Games
9839,Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,Role-Playing,2011.0,Atlus
9840,Dodge Racing: Charger vs Challenger,Wii,Racing,2009.0,Zushi Games
9841,Fate/Extra CCC,PSP,Action,2013.0,Marvelous Entertainment
9843,MTV Sports: Pure Ride,PS,Sports,2000.0,THQ
9844,Sonic Adventure 2,DC,Platform,2001.0,Sega
9845,Burning Road,PS,Racing,1996.0,FunSoft
9846,Slayers,SNES,Role-Playing,1994.0,Banpresto
9847,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,Strategy,2010.0,Namco Bandai Games
9848,IndyCar Series,PS2,Racing,2003.0,Codemasters
9849,Space Chimps,PS2,Platform,2008.0,Brash Entertainment
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,Misc,2005.0,Vivendi Games
9851,Famicom Mini: TwinBee,GBA,Shooter,2004.0,Konami Digital Entertainment
9852,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,Misc,2005.0,Atari
9853,Gladiator: Sword of Vengeance,PS2,Action,2003.0,Acclaim Entertainment
9854,nail'd,PS3,Racing,2010.0,Deep Silver
9855,PixelJunk Monsters Deluxe,PSP,Strategy,2010.0,Sony Computer Entertainment
9856,Tom Clancy's EndWar,PSP,Strategy,2008.0,Ubisoft
9857,Ultimate Card Games,GBA,Misc,2003.0,Telegames
9858,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,Sports,2001.0,Konami Digital Entertainment
9859,Rubik's World,DS,Puzzle,2008.0,Game Factory
9860,Lost Magic,DS,Role-Playing,2006.0,Ubisoft
9861,Wallace & Gromit: Curse of the Were-Rabbit,PS2,Adventure,2005.0,Konami Digital Entertainment
9862,DreamWorks Super Star Kartz,3DS,Racing,2011.0,Activision
9863,Minute to Win It,DS,Misc,2010.0,Zoo Games
9864,The Bible Game,GBA,Misc,2005.0,Crave Entertainment
9865,NFL Head Coach,XB,Sports,2006.0,Electronic Arts
9866,Pinball Hall of Fame: The Williams Collection,X360,Misc,2009.0,Crave Entertainment
9867,Medarot 4: Kabuto / Kuwagata Version,GB,Role-Playing,2001.0,Imagineer
9868,Backyard Sports Football: Rookie Rush,X360,Sports,2010.0,Atari
9869,Sacred 3,PS3,Role-Playing,2014.0,Deep Silver
9871,Vacation Isle: Beach Party,Wii,Misc,2010.0,Warner Bros. Interactive Entertainment
9872,Fit in Six,Wii,Sports,2011.0,Ubisoft
9873,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,Shooter,2010.0,Namco Bandai Games
9874,"Ed, Edd n Eddy: The Mis-Edventures",GBA,Platform,2005.0,Midway Games
9875,Onimusha: Blade Warriors,PS2,Fighting,2003.0,Capcom
9876,Tecmo Bowl: Kickoff,DS,Sports,2008.0,Tecmo Koei
9877,Disney's Extreme Skate Adventure,GC,Sports,2003.0,Activision
9878,Akuji the Heartless,PS,Platform,1998.0,Eidos Interactive
9879,NBA 2K2,GC,Sports,2002.0,Sega
9880,7 Days to Die,PS4,Action,2016.0,Telltale Games
9881,Monster Jam: Path of Destruction,X360,Racing,2010.0,Activision
9882,Everybody Dance,PS3,Misc,2011.0,Sony Computer Entertainment
9883,Psychonauts,XB,Platform,2005.0,THQ
9884,Power Gig: Rise of the SixString,X360,Misc,2010.0,Unknown
9885,Deus Ex: Human Revolution,WiiU,Shooter,2013.0,Square Enix
9886,Jeremy McGrath Supercross World,GC,Racing,2002.0,Acclaim Entertainment
9887,Uta no * Prince-Sama: All Star,PSP,Action,2013.0,Broccoli
9888,HardBall 5,PS,Sports,1996.0,SPS
9889,Airborne Troops: Countdown to D-Day,PS2,Shooter,2005.0,Playlogic Game Factory
9890,MLB Inside Pitch 2003,XB,Sports,2003.0,Microsoft Game Studios
9891,ArmA III,PC,Shooter,2013.0,Bohemia Interactive
9892,The Walking Dead: Season Two,X360,Adventure,2014.0,Telltale Games
9893,Marvel Trading Card Game,DS,Misc,2007.0,Konami Digital Entertainment
9894,One Piece: Super Grand Battle! X,3DS,Fighting,2014.0,Namco Bandai Games
9895,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,Action,2011.0,THQ
9896,Self-Defense Training Camp,X360,Sports,2011.0,Ubisoft
9897,Battles of Prince of Persia,DS,Strategy,2005.0,Ubisoft
9898,Deca Sports Extreme,3DS,Sports,2011.0,Hudson Soft
9899,Cruis'n,Wii,Racing,2007.0,Midway Games
9900,Hatsune Miku: Project Diva X,PSV,Misc,2016.0,Sega
9901,Battle Arena Toshinden Remix,SAT,Fighting,1994.0,Sega
9902,Assassin's Creed Chronicles,PSV,Action,2016.0,Ubisoft
9903,Legends of Wrestling II,GC,Fighting,2002.0,Acclaim Entertainment
9904,Tropico 5,PC,Simulation,2014.0,Kalypso Media
9905,A.C.E.: Another Century's Episode Portable,PSP,Simulation,2011.0,Namco Bandai Games
9906,Dragon Quest Builders: Revive Alefgard,PS3,Role-Playing,2016.0,Square Enix
9907,Rodea the Sky Soldier,WiiU,Action,2015.0,Nippon Ichi Software
9908,Peggle: Dual Shot,DS,Puzzle,2009.0,PopCap Games
9909,Jikkyou Powerful Pro Yakyuu 9,GC,Sports,2002.0,Konami Digital Entertainment
9910,Sniper Elite,Wii,Shooter,2010.0,Reef Entertainment
9911,Etrian Odyssey V,3DS,Role-Playing,2016.0,Atlus
9912,Jikkyou Powerful Pro Yakyuu 2014,PSV,Sports,2014.0,Konami Digital Entertainment
9913,Barbie as The Island Princess,PS2,Adventure,2007.0,Activision
9914,Crime Killer,PS,Racing,1998.0,Interplay
9915,NPPL: Championship Paintball 2009,Wii,Shooter,2008.0,Activision Value
9916,Backyard Wrestling 2: There Goes the Neighborhood,XB,Fighting,2004.0,Eidos Interactive
9917,Dementium II,DS,Shooter,2010.0,SouthPeak Games
9918,Don Bradman Cricket 14,PS4,Sports,2015.0,Tru Blu Entertainment
9919,USA Today Crossword Challenge,DS,Puzzle,2008.0,Destineer
9920,MegaTagmension Blanc + Neptune VS Zombies,PSV,Action,2015.0,Idea Factory International
9921,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,Fighting,1994.0,Angel Studios
9922,SD Gundam G Generation-F.I.F,PS,Strategy,2001.0,Namco Bandai Games
9923,Jaws: Ultimate Predator,3DS,Action,2011.0,Majesco Entertainment
9924,Yakuza Kiwami,PS3,Adventure,2016.0,Sega
9925,Raiden IV,X360,Shooter,2008.0,Moss
9926,Deception IV: Blood Ties,PS3,Action,2014.0,Tecmo Koei
9927,The Walking Dead: Survival Instinct,WiiU,Shooter,2013.0,Activision
9928,Rock Band: Metal Track Pack,PS3,Misc,2009.0,MTV Games
9929,Charm Girls Club: My Perfect Prom,DS,Simulation,2009.0,Electronic Arts
9930,DreamWorks Super Star Kartz,PS3,Racing,2011.0,Activision
9931,Harukanaru Augusta 2: Masters,SNES,Sports,1993.0,T&E Soft
9932,Castlevania: Curse of Darkness,XB,Action,2005.0,Konami Digital Entertainment
9933,Spider-Man: Edge of Time,3DS,Action,2011.0,Activision
9934,Mobil 1 Rally Championship,PS,Racing,2000.0,Electronic Arts
9935,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,Fighting,2002.0,Spike
9936,Turok: Evolution,GBA,Shooter,2002.0,Acclaim Entertainment
9937,The Clique: Diss and Make Up,DS,Adventure,2009.0,Warner Bros. Interactive Entertainment
9938,Love Live! School Idol Paradise,PSV,Misc,2014.0,Kadokawa Games
9939,Rugrats: Totally Angelica,PS,Adventure,2001.0,THQ
9940,Nightshade,PS2,Action,2003.0,Sega
9941,NFL Tour,PS3,Sports,2008.0,Electronic Arts
9942,Ridge Racer Unbounded,X360,Racing,2012.0,Namco Bandai Games
9943,CSI: Crime Scene Investigation,XB,Adventure,2004.0,Ubisoft
9944,The Lord of the Rings: Aragorn's Quest,PSP,Action,2010.0,Warner Bros. Interactive Entertainment
9945,Yogi Bear: The Video Game,Wii,Action,2010.0,D3Publisher
9946,Makai Shin Trillion,PSV,Role-Playing,2014.0,Idea Factory
9947,Buffy the Vampire Slayer: Chaos Bleeds,XB,Action,2003.0,Vivendi Games
9948,Lost Horizon,PC,Adventure,2010.0,Deep Silver
9949,Hanagumi Taisen Columns,SAT,Puzzle,1997.0,Sega
9950,Tales of Destiny 2,PSP,Role-Playing,2007.0,Namco Bandai Games
9951,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,Action,2005.0,Konami Digital Entertainment
9952,Power Pro Kun Pocket 14,DS,Sports,2011.0,Konami Digital Entertainment
9953,Get Up and Dance,Wii,Misc,2011.0,O-Games
9954,Merv Griffin's Crosswords,Wii,Puzzle,2008.0,THQ
9955,Rango: The Video Game,DS,Action,2011.0,Electronic Arts
9956,Planet 51,PS3,Action,2009.0,Sega
9957,Ultimate Puzzle Games: Sudoku Edition,DS,Puzzle,2007.0,Telegames
9958,Tokyo Twilight Ghost Hunters,PSV,Role-Playing,2014.0,Aksys Games
9959,Deadpool,XOne,Action,2015.0,Activision
9960,UN Squadron,SNES,Shooter,1991.0,Capcom
9961,Tecmo Super Bowl,PS,Sports,1996.0,Tecmo Koei
9962,TMNT,PSP,Action,2007.0,Ubisoft
9963,Dora the Explorer: Journey to the Purple Planet,GC,Adventure,2005.0,Global Star
9964,Lunar 2: Eternal Blue,SAT,Role-Playing,1998.0,Kadokawa Shoten
9965,NHL Powerplay '96,PS,Sports,1996.0,Virgin Interactive
9966,Thousand Arms,PS,Role-Playing,1998.0,Atlus
9967,de Blob 2,DS,Platform,2011.0,THQ
9968,Arctic Thunder,XB,Racing,2001.0,Midway Games
9969,Hyperdimension Neptunia Re;Birth 3,PSV,Action,2014.0,Idea Factory International
9970,Barnyard,GC,Action,2006.0,THQ
9971,Stolen Song,PS,Adventure,1998.0,Sony Computer Entertainment
9972,Darkspore,PC,Role-Playing,2011.0,Electronic Arts
9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,Misc,2013.0,Ubisoft
9974,Armored Core: Verdict Day,PS3,Simulation,2013.0,From Software
9975,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,Action,2008.0,Takara Tomy
9976,Harvey Birdman: Attorney at Law,PS2,Adventure,2008.0,Capcom
9977,Wipeout 2,PS3,Misc,2011.0,Activision
9978,Dawn of Discovery,DS,Simulation,2009.0,Ubisoft
9979,DEATH NOTE: Kira Game,DS,Adventure,2007.0,Konami Digital Entertainment
9980,Sengoku Cyber: Fujimaru Jigokuhen,PS,Strategy,1995.0,Sony Computer Entertainment
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,Misc,2007.0,D3Publisher
9982,ASH: Archaic Sealed Heat,DS,Role-Playing,2007.0,Nintendo
9984,Brunswick Pro Bowling,3DS,Sports,2011.0,Crave Entertainment
9985,Fantastic Four: Rise of the Silver Surfer,X360,Action,2007.0,Take-Two Interactive
9986,Dorabase 2: Nettou Ultra Stadium,DS,Sports,2009.0,Namco Bandai Games
9987,Center Ring Boxing,SAT,Fighting,1994.0,JVC
9988,NHL 2K3,XB,Sports,2002.0,Sega
9989,Puzzler World 2,DS,Puzzle,2010.0,Ubisoft
9990,Die Hard: Vendetta,GC,Shooter,2002.0,NDA Productions
9991,Sword Art Online: Hollow Fragment,PS4,Role-Playing,2015.0,Namco Bandai Games
9992,F1 2002,PS2,Racing,2002.0,Electronic Arts
9993,Hasbro Family Game Night Fun Pack,Wii,Misc,2011.0,Electronic Arts
9994,FIFA Soccer,PSP,Sports,2005.0,Electronic Arts
9995,Dead Island Definitive Collection,PS4,Action,2016.0,Deep Silver
9996,Sphinx and the Cursed Mummy,XB,Action,2003.0,THQ
9997,Army Men: Soldiers of Misfortune,DS,Shooter,2008.0,Zoo Games
9998,GT Advance 2: Rally Racing,GBA,Racing,2001.0,THQ
9999,Mystery P.I. - Portrait of a Thief,DS,Adventure,2008.0,Unknown
10000,Yakuza,PS3,Action,2012.0,Sega
10001,DOA 2: Dead or Alive 2 Hardcore,PS2,Fighting,2000.0,Tecmo Koei
10002,A Witch's Tale,DS,Role-Playing,2009.0,Nippon Ichi Software
10003,Hollywood Squares,Wii,Misc,2010.0,Ubisoft
10004,Cabela's Deer Hunt 2005 Season,XB,Sports,2004.0,Activision
10005,SplashDown,XB,Racing,2002.0,Atari
10006,Nobunaga no Yabou: Tenshoki,SAT,Strategy,1995.0,Tecmo Koei
10007,Stronghold,PC,Strategy,2001.0,Gathering of Developers
10008,Warhammer: Battle March,X360,Strategy,2008.0,Deep Silver
10009,F1 Racing Championship,PS,Racing,2000.0,Video System
10010,Dead Man's Hand,XB,Shooter,2004.0,Atari
10011,Smash Cars,PS2,Racing,2003.0,Metro 3D
10012,NASCAR 07,PS2,Racing,2006.0,Electronic Arts
10013,Karaoke Revolution Presents American Idol Encore 2,PS3,Misc,2008.0,Konami Digital Entertainment
10014,Nickelodeon Dance,X360,Misc,2011.0,Take-Two Interactive
10015,Pac 'n Roll,DS,Platform,2005.0,Namco Bandai Games
10016,Cabela's North American Adventures,PS3,Sports,2010.0,Activision
10017,Mechanic Master,DS,Puzzle,2008.0,Midway Games
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,Sports,2005.0,Konami Digital Entertainment
10019,Melty Blood: Act Cadenza,PS2,Fighting,2006.0,Sega
10020,Dokapon Kingdom,PS2,Role-Playing,2007.0,Sting
10021,ToeJam & Earl III: Mission to Earth,XB,Action,2002.0,Sega
10022,Phantasy Star Collection,GBA,Role-Playing,2002.0,Atari
10023,Doukoku Shoshite...,SAT,Adventure,1998.0,Data East
10024,LEGO Knights' Kingdom,GBA,Action,2004.0,THQ
10025,Final Fantasy III,PSP,Role-Playing,2012.0,Square Enix
10026,Family Game Night 4: The Game Show,PS3,Misc,2011.0,Electronic Arts
10027,Retro Game Challenge,DS,Action,2007.0,Namco Bandai Games
10028,NBA Jam 2002,GBA,Sports,2002.0,Acclaim Entertainment
10029,Every Extend Extra,PSP,Shooter,2006.0,Disney Interactive Studios
10030,Shining Force NEO,PS2,Role-Playing,2005.0,Sega
10031,Tony Hawk's Pro Skater 5,XOne,Sports,2015.0,Activision
10032,Brain Quest: Grades 5 & 6,DS,Misc,2008.0,Electronic Arts
10033,SingStar Latino,PS3,Misc,2009.0,Sony Computer Entertainment
10034,Girl Time,DS,Simulation,2009.0,THQ
10035,Army Men: Sarge's War,XB,Shooter,2004.0,Global Star
10036,Ultimate Mortal Kombat,DS,Fighting,2007.0,Midway Games
10037,Pocket Soccer League: Calciobit,3DS,Sports,2012.0,Nintendo
10038,Primal Rage,PS,Fighting,1994.0,Time Warner Interactive
10039,FIFA Street 2,GC,Sports,2006.0,Electronic Arts
10040,DiRT Rally,XOne,Racing,2016.0,Codemasters
10041,Heart Catch PreCure! Oshare Collection,DS,Action,2010.0,Namco Bandai Games
10042,UEFA Euro 2016,PS3,Sports,2016.0,Konami Digital Entertainment
10043,Taito Legends,PS2,Misc,2005.0,Empire Interactive
10044,Tom Clancy's Rainbow Six: Rogue Spear,GBA,Shooter,2002.0,Ubisoft
10045,BoomBots,PS,Fighting,1999.0,SouthPeak Games
10046,Monster Madness: Battle for Suburbia,X360,Shooter,2007.0,SouthPeak Games
10048,FIFA Soccer 06,PSP,Sports,2005.0,Electronic Arts
10049,Life is Strange,XOne,Adventure,2016.0,Square Enix
10050,NFL Head Coach 09,X360,Sports,2008.0,Electronic Arts
10051,World Championship Rugby,PS2,Sports,2004.0,Acclaim Entertainment
10052,Phantom Dust,XB,Action,2004.0,Microsoft Game Studios
10053,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,Adventure,1998.0,Gainax Network Systems
10054,Shin Sangoku Musou: Multi Raid 2,PSP,Action,2010.0,Tecmo Koei
10055,Taiko Drum Master: Tokumori!,WiiU,Misc,2014.0,Namco Bandai Games
10056,Growlanser Generations,PS2,Role-Playing,2003.0,Atlus
10057,Mega Man Battle Chip Challenge,GBA,Misc,2003.0,Capcom
10058,Desktop Tower Defense,DS,Strategy,2009.0,THQ
10059,Puyo Puyo Tetris,3DS,Puzzle,2014.0,Sega
10060,Pro Evolution Soccer 2014,PC,Action,2013.0,Konami Digital Entertainment
10061,"Sakura Wars: So Long, My Love",Wii,Role-Playing,2010.0,Ackkstudios
10062,The Settlers,DS,Action,2007.0,Ubisoft
10063,Grease,DS,Misc,2010.0,505 Games
10064,My SAT Coach with The Princeton Review,DS,Misc,2008.0,Ubisoft
10065,Family Fun Football,Wii,Sports,2009.0,Tecmo Koei
10066,Ring of Red,PS2,Strategy,2000.0,Konami Digital Entertainment
10067,Cold Winter,PS2,Shooter,2005.0,Vivendi Games
10068,International Track & Field 2000,PS,Sports,1999.0,Konami Digital Entertainment
10069,The Hardy Boys: Treasure on the Tracks,DS,Adventure,2009.0,Sega
10070,PDC World Championship Darts: Pro Tour,PS3,Sports,2010.0,O-Games
10071,Stubbs the Zombie in Rebel Without a Pulse,XB,Action,2005.0,THQ
10072,Batman: Dark Tomorrow,XB,Action,2003.0,Kemco
10073,Ping Pals,DS,Misc,2004.0,THQ
10074,Fatal Frame: Maiden of Black Water,WiiU,Action,2014.0,Nintendo
10075,MySims SkyHeroes,PS3,Action,2010.0,Electronic Arts
10076,Blood Drive,X360,Racing,2010.0,Activision
10077,18 Wheeler: American Pro Trucker,GC,Racing,2002.0,Acclaim Entertainment
10078,Jake Hunter Detective Story: Memories of the Past,DS,Adventure,2007.0,PQube
10079,Start the Party! Save the World,PS3,Misc,2011.0,Sony Computer Entertainment
10080,The King of Fighters XII,X360,Fighting,2009.0,Ignition Entertainment
10081,Digimon World DS,DS,Role-Playing,2006.0,Namco Bandai Games
10082,Naruto Ultimate Collection,PS2,Misc,2008.0,Namco Bandai Games
10083,The King of Fighters '99,PS,Fighting,2000.0,SNK
10084,Mass Destruction,PS,Shooter,1997.0,BMG Interactive Entertainment
10085,Bodycount,X360,Shooter,2011.0,Codemasters
10086,Batman: Rise of Sin Tzu,XB,Action,2003.0,Ubisoft
10087,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,Adventure,1998.0,Sega
10088,Skylanders: SuperChargers,3DS,Action,2015.0,Activision
10089,Super Swing Golf Season 2,Wii,Sports,2007.0,Rising Star Games
10090,Queen's Blade: Spiral Chaos,PSP,Role-Playing,2009.0,Namco Bandai Games
10091,Jikkyou Powerful Pro Yakyuu '95,PS,Sports,1994.0,Konami Digital Entertainment
10092,Spy vs Spy,XB,Action,2005.0,Global Star
10093,Coraline,PS2,Action,2009.0,D3Publisher
10094,The Price is Right: Decades,X360,Misc,2011.0,Ubisoft
10095,Sega Touring Car Championship,SAT,Racing,1996.0,Sega
10096,GoldenEye: Rogue Agent,DS,Shooter,2005.0,Electronic Arts
10097,JASF: Jane's Advanced Strike Fighters,PS3,Simulation,2011.0,Deep Silver
10098,Cake Mania,DS,Puzzle,2007.0,Majesco Entertainment
10099,Cold Fear,PS2,Action,2005.0,Ubisoft
10100,Akiba's Trip: Undead & Undressed,PS4,Action,2014.0,Acquire
10101,Zangeki no Reginleiv,Wii,Action,2010.0,Nintendo
10102,Stronghold Kingdoms,PC,Strategy,2011.0,DTP Entertainment
10103,Fabulous Finds,DS,Puzzle,2009.0,ValuSoft
10104,Vacation Sports,Wii,Sports,2009.0,Ubisoft
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,Misc,2006.0,Daito
10106,PDC World Championship Darts: Pro Tour,Wii,Sports,2010.0,O-Games
10107,Pimp My Ride,Wii,Racing,2008.0,Activision
10108,Surf's Up,PSP,Sports,2007.0,Ubisoft
10109,Invizimals: The Lost Tribes,PSP,Action,2011.0,Sony Computer Entertainment
10110,Let's Play Garden,DS,Simulation,2010.0,Deep Silver
10111,NHL Hitz 20-03,XB,Sports,2002.0,Midway Games
10112,Murakumo: Renegade Mech Pursuit,XB,Shooter,2002.0,From Software
10113,Heavy Fire: Afghanistan,Wii,Shooter,2011.0,Mastiff
10114,Samurai Warriors 4-II,PS4,Action,2015.0,Tecmo Koei
10115,Open Season,X360,Platform,2006.0,Ubisoft
10116,WireWay,DS,Adventure,2009.0,Konami Digital Entertainment
10117,Gun Metal,XB,Shooter,2002.0,Rage Software
10118,Just In Time Translations,DS,Misc,2009.0,THQ
10119,John Daly's ProStroke Golf,PS3,Sports,2010.0,O-Games
10120,Pro Yaky? Spirits 5,PS3,Sports,2008.0,Konami Digital Entertainment
10121,Samurai Warriors 4-II,PS3,Action,2015.0,Tecmo Koei
10122,BloodRayne,GC,Shooter,2002.0,Universal Interactive
10123,The Hardy Boys: The Hidden Theft,Wii,Adventure,2009.0,The Adventure Company
10124,Metal Slug 4 & 5,PS2,Shooter,2005.0,SNK Playmore
10125,Pac-Man and the Ghostly Adventures 2,X360,Adventure,2014.0,Namco Bandai Games
10126,ECW Anarchy Rulz,PS,Fighting,1999.0,Acclaim Entertainment
10127,InuYasha: A Feudal Fairy Tale,PS,Fighting,2002.0,Namco Bandai Games
10128,Gem Quest: 4 Elements,DS,Puzzle,2011.0,Mastertronic
10129,Funky Barn,3DS,Simulation,2012.0,Ubisoft
10130,J-League Winning Eleven 9: Asia Championship,PS2,Sports,2005.0,Konami Digital Entertainment
10131,Sabrina The Teenage Witch: Potion Commotion,GBA,Action,2002.0,Ubisoft
10132,Pac-Man Pinball Advance,GBA,Misc,2005.0,Zoo Digital Publishing
10133,Pocket Pets,DS,Simulation,2007.0,O3 Entertainment
10134,Yu Yu Hakusho: Tournament Tactics,GBA,Strategy,2004.0,Atari
10135,Home Run King,GC,Sports,2002.0,Sega
10136,Power Rangers: Super Legends,DS,Action,2007.0,Disney Interactive Studios
10137,To Heart 2: Dungeon Travelers,PSP,Adventure,2011.0,Aqua Plus
10138,Where the Wild Things Are,X360,Platform,2009.0,Warner Bros. Interactive Entertainment
10139,Lost in Blue,DS,Adventure,2005.0,Konami Digital Entertainment
10140,Criminal Girls: Invite Only,PSV,Role-Playing,2013.0,Nippon Ichi Software
10141,WWE All Stars,PS2,Fighting,2011.0,THQ
10142,MLB Power Pros,PS2,Sports,2007.0,Konami Digital Entertainment
10143,Truth or Lies,X360,Misc,2010.0,THQ
10144,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,Misc,1995.0,Sega
10145,Kousoku Card Battle: Card Hero,DS,Strategy,2007.0,Nintendo
10146,AirForce Delta Strike,PS2,Simulation,2004.0,Konami Digital Entertainment
10147,Dora's Big Birthday Adventure,Wii,Misc,2010.0,Take-Two Interactive
10148,Tokimeki Memorial: Girl's Side 2nd Season,DS,Adventure,2008.0,Konami Digital Entertainment
10149,Disney's Peter Pan: Return to Never Land,GBA,Platform,2002.0,Ubisoft
10150,The Fairly Odd Parents: Breakin Da Rules,XB,Platform,2003.0,THQ
